PROD_CD,PROD_NAME,MODEL_NAME,UNIT_PRICE
CAB-STM073,"[LANstar] AUX스테레오케이블, 3.5ST M/M, 차량용Coiled, 3M[10471] (250개)",LS-AST-CMM-3M,1400
CAB-SVH001,"[LANstar] 비디오케이블 ,SVHS M／M, 5pi, 1.5M[10417] --> [10952] 로 대체",LS-SVHS-MM-1.5M,800
CAB-SVH002,"[LANstar] 비디오케이블 ,SVHS M／M, 5pi, 2M [10952]",LS-SVHS-MM-2M,700
CAB-SVH005,"[LANstar] 비디오케이블 ,SVHS M／M, 5pi, 10M[10420]",LS-SVHS-MM-10M,2600
CAB-SVH006,"[LANstar] 비디오케이블 ,SVHS M／M, 5pi, 15M[10421]",LS-SVHS-MM-15M,4200
CAB-SVH008,"[LANstar] 비디오케이블 ,SVHS M／M, 5pi, 30M[10423]",LS-SVHS-MM-30M,6300
CAB-SVR001,"[LANstar] 비디오케이블 ,SVHS-1RCA M／M, 5pi, 1.5M[10424]",LS-SVHS-1R-1.5M,800
CAB-SVR002,"비디오케이블 ,SVHS-1RCA M／M, 5pi, 2M (LANstar)",LS-SVHS-1R-2M,900
CAB-SVR003,"[LANstar] 비디오케이블 ,SVHS-1RCA M／M, 5pi, 3M[10425]",LS-SVHS-1R-3M,1100
CAB-SVR004,"[LANstar] 비디오케이블 ,SVHS-1RCA M／M, 5pi, 5M[10426]",LS-SVHS-1R-5M,1500
CAB-SVR005,"[LANstar] 비디오케이블 ,SVHS-1RCA M／M, 5pi, 10M[10427]",LS-SVHS-1R-10M,2600
CAB-SVR006,"[LANstar] 비디오케이블 ,SVHS-1RCA M／M, 5pi, 15M[10428]",LS-SVHS-1R-15M,4200
CAB-SVR007,"[LANstar] 비디오케이블 ,SVHS-1RCA M／M, 5pi, 20M[10429]",LS-SVHS-1R-20M,4800
CAB-SVR008,"[LANstar] 비디오케이블 ,SVHS-1RCA M／M, 5pi, 30M[10430]",LS-SVHS-1R-30M,6300
CAB-U31001,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-C/M 1M [10G] White[10753],LS-U31-CMCM-1M,6000
CAB-U31002,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-3.0 A/M 1M White [10754](250개),LS-U31-CM3AM-1M,3000
CAB-U31003,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-3.0 A/F 0.15M White [10755],LS-U31-CM3AF-0.15M,3500
CAB-U31004,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-3.0 B/M 1M White [10756],LS-U31-CM3BM-1M,3500
CAB-U31005,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-3.0 MICRO B/M 1M White [10757](250개),LS-U31-CM3MBM-1M,3000
CAB-U31006,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-2.0 MICRO B/M 1M Black [10758],LS-U31-CM2MBM-1M,3000
CAB-U31007,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-2.0 MICRO B/F 0.15M Black [10759],LS-U31-CM2MBF-0.15M,3000
CAB-U31008,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-2.0 MINI 5P/M 1M Black [10760],LS-U31-CM2MIN-1M,2700
CAB-U31010,"[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-3.0 A/M, 1M Metal[10765]",LS-U31M-CM3AM-1M,3500
CAB-U31011,"[LANstar] [USB 3.1] HUB, USB 3.1 C/M- USB3.0 4Port, White[30118]",LS-USB314,12000
CAB-U31012,"[LANstar] [USB 3.1] LAN 컨버터, USB 3.1 TO GigaLAN, Black [30115] (200개)",LS-GLAN31,10000
CAB-U31014,"[LANstar] USB 3.1 C-Type CONVERTER , USB3.0 A/M TO 3.1 C/F, White, 0.15M[30122]",LS-USB31C,13000
CAB-U31015,"[LANstar] USB 3.1 C-Type PCI Express Card, USB3.1 1Port + USB3.0 1Port [30120]",LS-PCIE-EX312,22000
CAB-U31016,"[LANstar] [USB 3.1] 변환젠더, USB 3.1 C/M-Micro B/F, 골드Metal-G[30123]★★단종★★->30154로 대체",LS-U31M-CM2MBF-G,2000
CAB-U31017,"[LANstar] [USB 3.1] 변환젠더, USB 3.1 C/M-Micro B/F, 실버Metal-S[30124]★★할인제외★★",LS-U31M-CM2MBF-S,1300
CAB-U31019,"[LANstar] USB 3.1 C-Type OTG 케이블, with power [10828]",LS-USB315P,9500
CAB-U31020,"[LANstar] USB 3.1 C-Type 스프링케이블, 1.2M [10829]",LS-U31-CM2AM-1.2MC,2500
CAB-U31021,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-3.0 A/M 2M White [10830] (250개),LS-U31-CM3AM-2M,3500
CAB-U31022,"[LANstar] [USB 3.1] 변환젠더, USB 3.1 C/M-Micro B/F, 화이트l-S[30125]",LS-U31M-CM2MBF-W,1300
CAB-U31023,"[LANstar] USB 3.1 C-Type OTG젠더 C/M-2.0 MicroB/F, 골드메탈 포장타입 [30143]",LS-U31M-CM2MBF-GP,500
CAB-U31027,[LANstar] USB 3.1 C타입 양면인식 충전 데이타케이블 골드메탈 양면 A/M-USB 3.1/M 1M[10863],LS-DU31-DAMCM-1MG,2300
CAB-U31028,"[LANstar] 신호변환 컨버터 USB 3.1(M) TO VGA(F) 0.15M, Full HD 60Mhz [30139]",LS-USB31-VGA,9000
CAB-U31029,"[LANstar] 신호변환 컨버터 USB 3.1(M) TO DVI(F) 0.15M, 4K2K 30Mhz [30140]",LS-USB31-DVI,9000
CAB-U31030,"[LANstar] 신호변환 컨버터 USB 3.1(M) TO HDMI(F) 0.15M, 4K2K 30Mhz [30141]",LS-USB31-HDMI,10800
CAB-U31031,"[LANstar] 신호변환 컨버터 USB 3.1(M) TO DP(F) 0.15M, 4K2K 30Mhz [30142]",LS-USB31-DP,9000
CAB-U31037,"[LANstar] USB 3.1 C-Type OTG젠더 C/M-2.0 MicroB/F, 실버메탈 포장타입 [30144]",LS-U31M-CM2MBF-SP,450
CAB-U31041,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-2.0 A/M 1M [10911](500개),LS-U31-CM2AM-1M,1800
CAB-U31042,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-2.0 A/M 2M [10912],LS-U31-CM2AM-2M ★★단종★★,2600
CAB-U31054,"[LANstar] USB 3.1 To HDMI (4k지원) 멀티포트, 3.1(충전)+3.0(OTG), Gold [30153]->대체품 30174",LS-USB31-MPG,24000
CAB-U31055,"[LANstar] USB 3.1 C-Type OTG젠더 C/M-2.0 MicroB/F, 골드메탈 포장타입 S8/G6 호환[30154]",LS-U31M-CM2MBF-68,1200
CAB-U31080,"[LANstar] [USB 3.1] 케이블 USB 3.1 연장 C/M - C/F, 1M, White [11025] (250개)",LS-U31-CMCF-1M,6000
CAB-U31081,"[LANstar] [USB 3.1] 케이블 USB 3.1 C/M - 3.0 A/M, 0.15M, White [11026]",LS-U31-CM3AM-0.15M,2600
CAB-U31083,"[LANstar] USB 3.1 OTG 젠더 Type C/M-USB - 3.0 A/F, 골드메탈 [10987] (1000개)",LS-U30F-C31M-G,1800
CAB-U31090,"[LANstar] USB 3.1 To HDMI (4k지원) 멀티포트, 3.1(충전)+3.0(OTG), Silver [30174](150개)",LS-USB31-MPS,9000
CAB-U31097,"[LANstar] USB Type C 허브. 4Port, Black [30181]",LS-USB314B,8000
CAB-U31099,[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-2.0 A/M 3M [11084] (300개),LS-U31-CM2AM-3M,3400
CAB-U31125,"[LANstar] 스마트폰 배터리 공유 케이블, 보조배터리 케이블 [20164]",LS-BTS,1500
CAB-U31126,"[LANstar] USB3.1 Type C to HDMI 컨버터, 무전원/AlternateMode [20165]",LS-USB31HD,9500
CAB-U31129,"[LANstar] [USB 3.1] 케이블 USB 3.1 C/M-C/M 30CM, [10G] Black , PD케이블 [20218] (500개)",LS-CMCM-0.3M,3500
CAB-U31145,"[LANstar] USB3.1 Type C to HDMI 컨버터 , 4K 30Hz [20270] (300개)★단종★ 대체상품 : 30741",LS-USB31-HDMIN★단종★,8000
CAB-U31162,"[LANstar] Type C 케이블 USB 3.1 Gen 2 , 1M , Black [30374] (250개)",LS-CMG2-1M,5500
CAB-U31189,"[LANstar] Type C 멀티허브 , 기가랜카드 + USB3.0허브 [30434]",LS-GLAN31U,17000
CAB-U31193,"[LANstar] USB A to C 충전+데이터 젠더[30446] (1,000개)",LS-UA2C,800
CAB-U31195,"[LANstar] Type C 2.0 랜카드, 100Mbps [30466] (200개)",LS-LAN31R,5500
CAB-U31215,"[LANstar] USB Type C 랜카드 , 100mbps [30552] (200개)",LS-LAN31X,6300
CAB-U31220,[LANstar] 5 in 1 Type C 멀티 컨버터 [30569] (100개),LS-USB31-MC,15000
CAB-U31227,[LANstar] USB Type C to HDMI 젠더 [30621],LS-U31HD,9000
CAB-U31232,[LANstar] USB3.0 기가랜카드 허브 [30630] (200개) ★★할인제외★★,LS-A30MH,10000
CAB-U31233,[LANstar] USB3.0 Type C 기가랜카드 허브 [30631] (200개),LS-C31MH,18000
CAB-U31277,"[LANstar] Type C 케이블 USB 3.1 Gen 2 , 1M , 화이트 [30692] (250개)",LS-CMG2-1M-W,5500
CAB-U31279,[LANstar] USB 3.0 Type A 기가랜카드 허브 [30680] (200개) ★★할인제외★★,LS-A30GLH,14000
CAB-U31280,[LANstar] USB 3.0 Type C 기가랜카드 허브 [30681] (200개) ★★할인제외★★,LS-C31GLH,14000
CAB-U31285,[LANstar] USB3.1 Type C 기가 랜카드 [30683],LS-GLAN31-W,10000
CAB-U31356,[LANstar] Type C 6in1 멀티허브 컨버터 [30723] (100개),LS-U31MHS,27000
CAB-U31391,"[LANstar] Type C to HDMI 2.0 젠더, 4K 60hz [30742]",LS-UCHDG,9000
CAB-U31411,"[LANstar] Type C 7in1 멀티허브, HDMI2.0 / PD100W / Giga LAN / SD,TF / USB3.0 [30775] (110개)",LS-U81MH,32000
CAB-U31466,"[LANstar] USB-C 6in1 멀티허브, HDMI on/off 기능 [30848] [50개]",LS-U61MH,33000
CAB-U31513,"[LANstar] Type C to C 케이블, 2M , USB 3.1 Gen 2 , Black [30891]",LS-CMG2-2M,6000
CAB-U31514,"[LANstar] Type C to C 케이블, 3M , USB 3.1 Gen 2 , Black [30892]",LS-CMG2-3M,7000
CAB-U31541,[LANstar] 닌텐도스위치2 전용 휴대용 외장 독 [30957],LS-NT2-HUB,21000
CAB-U31551,"[LANstar] USB C to C 2 in 1 케이블, 140W 지원 [30961]",LS-UCC140,12500
CAB-U31559,[LANstar] USB C타입 3in1 멀티허브 스위치2 미니독 4K 60Hz [30957] [100개],LS-NT2-HUBC,21000
CAB-U5A001,"[LANstar] UTP케이블 , CAT.5E, ANGLE 꺽임콘넥터, 2M-Grey [10706] (170개)",LS-5UTPAD-2M,1000
CAB-U5A002,"[LANstar] UTP케이블 , CAT.5E, ANGLE 꺽임콘넥터, 5M-Grey [10707] (100개)",LS-5UTPAD-5M,1500
CAB-U5B001,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 2M-BLUE[10021] (170개)",LS-5UTPD-2MB,700
CAB-U5B002,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 3M-BLUE[10022] (110개)",LS-5UTPD-3MB,800
CAB-U5B003,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 5M-BLUE[10023] (100개)",LS-5UTPD-5MB,1100
CAB-U5B004,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 10M-BLUE[10025] (60개)",LS-5UTPD-10MB,1700
CAB-U5B005,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 15M-BLUE[10026] (40개)",LS-5UTPD-15MB,2400
CAB-U5B006,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 20M-BLUE[10027] (32개)",LS-5UTPD-20MB,3300
CAB-U5B007,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 30M-BLUE[10028] (24개)",LS-5UTPD-30MB,4500
CAB-U5B009,"[LANstar] CAT.5E UTP BOX 300M[305M]Blue, 24AWG [10108]",LS-5UTP-305MB,40000
CAB-U5B010,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 7M-BLUE[10024] (80개)",LS-5UTPD-7MB,1400
CAB-U5B012,"[LANstar] UTP 랜케이블, CAT.5E DIRECT , 1M-BLUE[10020] (270개)",LS-5UTPD-1MB,500
CAB-U5B013,"UTP케이블 , CAT.5E CROSS , 3M-BLUE (LANstar)(160개)",LS-5UTBC-3M,600
CAB-U5B014,"UTP케이블 , CAT.5E CROSS , 5M-BLUE (LANstar)(100개)",LS-5UTBC-5M,850
CAB-U5B017,"[LANstar] CAT.5E UTP BOX 300M[305M]Green, 24AWG [10969]",LS-5UTP-305MGN,40000
CAB-U5B025,"[LANstar] UTP 랜케이블 , CAT.5E, BOX, 300M , Black, 24AWG -RO [20195]",LS-5UTP-305MBKE,40000
CAB-U5B045,[LANstar] CAT.5e UTP 100M 랜케이블 Blue [30830] (4개),LS-5UTP-100MBL,13000
CAB-U5G001,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 0.5M-Grey [10001] (360개) ★할인제외★",LS-5UTPD-0.5MG,400
CAB-U5G002,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 1M-Grey [10002] (260개)",LS-5UTPD-1MG,500
CAB-U5G003,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 2M-Grey [10003] (170개)",LS-5UTPD-2MG,700
CAB-U5G004,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 3M-Grey [10004] (110개)",LS-5UTPD-3MG,800
CAB-U5G005,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 5M-Grey [10005] (100개)",LS-5UTPD-5MG,1100
CAB-U5G006,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 10M-Grey [10007] (60개)",LS-5UTPD-10MG,1700
CAB-U5G007,"[LANstar] UTP 랜케이블, CAT.5E DIRECT 15M-Grey [10008] (40개)",LS-5UTPD-15MG,2400
CAB-U5G008,"[LANstar] UTP 랜케이블, CAT.5E DIRECT 20M-Grey [10009] (32개)",LS-5UTPD-20MG,3300
CAB-U5G009,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 30M-Grey [10010] (24개)",LS-5UTPD-30MG,4500
CAB-U5G010,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 50M-Grey [10011] (16개)",LS-5UTPD-50MG,8000
CAB-U5G017,"[LANstar] UTP 랜케이블, CAT.5E DIRECT 7M-Grey [10006] (80개)",LS-5UTPD-7MG,1400
CAB-U5G090,[강원전자] NETmate CAT.5E UTP 랜케이블 0.3M [그레이/NMC-U503G],NMC-U503G,500
CAB-U5G148,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 0.5m 블랙 [30536] (500개),LS-SL6-05B,900
CAB-U5G149,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 1m 블랙 [30537] (300개),LS-SL6-1B,1100
CAB-U5G150,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 2m 블랙 [30538] (250개),LS-SL6-2B,1300
CAB-U5G151,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 3m 블랙 [30539] (150개),LS-SL6-3B,1500
CAB-U5G152,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 5m 블랙 [30540] (120개),LS-SL6-5B,2000
CAB-U5G153,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 10m 블랙 [30541] (80개),LS-SL6-10B,3500
CAB-U5G154,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 15m 블랙 [30542] (70개),LS-SL6-15B,5000
CAB-U5G155,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 20m 블랙 [30543] (60개),LS-SL6-20B,7000
CAB-U5G156,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 0.5m 화이트 [30544] (500개),LS-SL6-05W,900
CAB-U5G157,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 1m 화이트 [30545] (300개),LS-SL6-1W,1100
CAB-U5G158,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 2m 화이트 [30546] (250개),LS-SL6-2W,1300
CAB-U5G159,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 3m 화이트 [30547] (170개),LS-SL6-3W,1500
CAB-U5G160,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 5m 화이트 [30548] (100개),LS-SL6-5W,2000
CAB-U5G161,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 10m 화이트 [30549] (80개),LS-SL6-10W,3500
CAB-U5G162,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 15m 화이트 [30550] (70개),LS-SL6-15W,5000
CAB-U5G163,[LANstar] Cat.6 UTP 다이렉트 초슬림 랜케이블 20m 화이트 [30551] (60개),LS-SL6-20W,7000
CAB-U5G197,"[LANstar] UTP 랜케이블,CAT.5E DIRECT 0.5M-Grey (500개) ★★묶음상품 10pcs★★",LS-5UTPD-0.5MG-10PCS,400
CAB-U5K001,"[LANstar] UTP케이블 , CAT.5E DIRECT , 2M-Black[10037] (170개)",LS-5UTPD-2MBK,600
CAB-U5K002,"[LANstar] UTP케이블 , CAT.5E DIRECT , 3M-Black[10038] (110개)",LS-5UTPD-3MBK,700
CAB-U5K003,"[LANstar] UTP케이블 , CAT.5E DIRECT , 5M-Black[10039] (100개)",LS-5UTPD-5MBK,1000
CAB-U5K004,"[LANstar] UTP케이블 , CAT.5E DIRECT , 10M-Black[10040] (60개)",LS-5UTPD-10MBK,1500
CAB-U5R001,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 2M-RED[10012] (170개)",LS-5UTPD-2MR,700
CAB-U5R002,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 3M-RED[10013] (110개)",LS-5UTPD-3MR,800
CAB-U5R003,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 5M-RED[10014] (100개)",LS-5UTPD-5MR,1100
CAB-U5R004,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 10M-RED[10016] (60개)",LS-5UTPD-10MR,1700
CAB-U5R005,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 15M-RED[10017] (40개)",LS-5UTPD-15MR,2400
CAB-U5R006,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 20M-RED[10018] (32개)",LS-5UTPD-20MR,3300
CAB-U5R007,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 30M-RED[10019] (24개)",LS-5UTPD-30MR,4500
CAB-U5R009,"[LANstar] CAT.5E UTP BOX 300M[305M]Red, 24AWG [10107]",LS-5UTP-305MR,28000
CAB-U5R011,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 7M-RED[10015] (80개)",LS-5UTPD-7MR,1400
CAB-U5S005,"[LANstar] 랜연장 판넬형 케이블, CAT.5E FTP, Open Screw, 2M 검정 [10127] (100개)",LS-5FTPSD-BK2M,2500
CAB-U5S006,"[LANstar] 랜연장케이블 , CAT.5E FTP, 판넬형 SCREW. Open, 0.2M-검정[10848] (250개)",LS-5FTPSD-BK0.2M,1800
CAB-U5S007,"[LANstar] 랜연장 판넬형 케이블, CAT.5E FTP, Open Screw, 0.5M 검정 [10125] (200개)",LS-5FTPSD-BK0.5M,2000
CAB-U5S008,"[LANstar] 랜연장 판넬형 케이블, CAT.5E FTP, Open Screw, 1M 검정 [10126] (160개)",LS-5FTPSD-BK1M,2300
CAB-U5S009,"[LANstar] 랜연장 판넬형 케이블, CAT.5E FTP, Open Screw, 3M 검정 [10128] (70개)",LS-5FTPSD-BK3M,3000
CAB-U5S010,"[LANstar] 랜연장 판넬형 케이블, CAT.5E FTP, Open Screw, 5M 검정 [10129] (50개)",LS-5FTPSD-BK5M,3700
CAB-U5S015,"[LANstar] 랜 ALL연장케이블 , CAT.5E FTP, 판넬형, RJ45 F/F, SCREW. 0.2M-검정 [10993] (250개)",LS-5FTPSD-FF0.2M,2300
CAB-U5Y001,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 2M-Yellow [10029] (170개)",LS-5UTPD-2MY,700
CAB-U5Y002,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 3M-Yellow [10030] (110개)",LS-5UTPD-3MY,800
CAB-U5Y003,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 5M-Yellow [10031] (100개)",LS-5UTPD-5MY,1100
CAB-U5Y004,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 10M-Yellow [10033] (60개)",LS-5UTPD-10MY,1700
CAB-U5Y005,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 15M-Yellow [10034] (40개)",LS-5UTPD-15MY,2400
CAB-U5Y006,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 20M-Yellow [10035] (32개)",LS-5UTPD-20MY,3300
CAB-U5Y007,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 30M-Yellow [10036] (24개)",LS-5UTPD-30MY,4500
CAB-U5Y009,"[LANstar] CAT.5E UTP BOX 300M[305M]Yellow, 24AWG [10109]",LS-5UTP-305MY,40000
CAB-U5Y010,"[LANstar] UTP 랜케이블 , CAT.5E DIRECT , 7M-Yellow [10032] (80개)",LS-5UTPD-7MY,1400
CAB-U5박003,[LANstar] 통신공사용 CAT.5E HUTP BOX 300M Grey [10111] (2개),LS-UTP5H-300MG,46000
CAB-U5박045,"[LANstar] 통신공사용 CAT.5E High, 300M(305M), 검정[10112] (2개)",LS-UTP5H-300MBK,46000
CAB-U5박063,"[LANstar] UTP 랜케이블 CAT.5E UTP 박스 305MGE, 24AWG [10749] (2개)",LS-5UTP-305MGE,40000
CAB-U5박128,"[LANstar] 옥외용 , OUTDOOR Cable , Black , CAT.5E UTP BOX 300M [20239] ★★할인제외★★",LS-5UTP-OD300M,40000
CAB-U5박164,[LANstar] Cat.5E UTP 305M 케이블 Grey 색상 [LSC001],LS-C5U305G,40000
CAB-U5박165,[LANstar] Cat.5E UTP 305M 케이블 Black 색상 [LSC002],LS-C5U305BK,40000
CAB-U5박166,[LANstar] Cat.5E UTP 305M 옥외용 케이블 Black 색상 [LSC006][2개],LS-C5OD300,48000
CAB-U5박168,[LANstar] Cat.5e UTP 100M 랜케이블 Grey [30829] (4개),LS-5UTP-100MGR,13000
CAB-U5박169,[LANstar] Cat.6 UTP 300M 옥외용 케이블 Black 색상 [LSC007][2개],LS-C6OD300,64000
CAB-U5박172,[LANstar] Cat.5E UTP 305M 케이블 Yellow 색상 [LSC005],LS-C5U305Y,40000
CAB-U5박173,[LANstar] Cat.5E UTP 305M 케이블 Blue 색상 [LSC003],LS-C5U305BL,40000
CAB-U5박175,[LANstar] Cat.5E UTP 305M 케이블 Green 색상 [LSC008] [2개],LS-C5U305GN,40000
CAB-U6A001,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 0.5M[10801] (250개)",LS-7UTPD-0.5M,900
CAB-U6A002,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 1M[10802] (160개)",LS-7UTPD-1M,1100
CAB-U6A003,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 2M[10803] (80개)",LS-7UTPD-2M,1700
CAB-U6A004,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 3M[10804] (90개)",LS-7UTPD-3M,2300
CAB-U6A005,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 5M[10805] (70개)",LS-7UTPD-5M,3300
CAB-U6A006,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 7M[10806] (50개)",LS-7UTPD-7M,4200
CAB-U6A007,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 10M[10807] (32개)",LS-7UTPD-10M,5600
CAB-U6A008,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 15M[10808] (30개)",LS-7UTPD-15M,8000
CAB-U6A009,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 20M [10809] (26개)",LS-7UTPD-20M,10000
CAB-U6A010,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 30M [10810] (20개)",LS-7UTPD-30M,15000
CAB-U6A011,"[LANstar] CAT.6A UTP/CAT.7 UTP 케이블, 26AWG COPPER, 500MHZ, 10G, 50M [10811] (12개)",LS-7UTPD-50M,25000
CAB-U6A014,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 0.5M [20300] (220개)",LSP-7UTP-0.5M,750
CAB-U6A015,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 1M [20301] (150개)",LSP-7UTP-1M,950
CAB-U6A016,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 2M [20302] (90개)",LSP-7UTP-2M,1400
CAB-U6A017,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 3M [20303] (70개)",LSP-7UTP-3M,1850
CAB-U6A018,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 5M [20304] (60개)",LSP-7UTP-5M,2800
CAB-U6A019,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 7M [20305] (40개)",LSP-7UTP-7M,3700
CAB-U6A020,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 10M [20306] (32개)",LSP-7UTP-10M,4600
CAB-U6A021,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 15M [20307] (30개)",LSP-7UTP-15M,6500
CAB-U6A022,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 20M [20308] (20개)",LSP-7UTP-20M,9000
CAB-U6A023,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 30M [20309] (14개)",LSP-7UTP-30M,10000
CAB-U6A024,"[◆Lanstar-Plus] Cat.7 UTP 랜 케이블 , CCA , 50M [20310] (10개)",LSP-7UTP-50M,18000
CAB-U6B001,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, BLUE, 2M [10067] (90개)",LS-6UTPD-2MB,1100
CAB-U6B002,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, BLUE, 3M [10068] (70개)",LS-6UTPD-3MB,1300
CAB-U6B003,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, BLUE, 5M [10069] (60개)",LS-6UTPD-5MB,1800
CAB-U6B004,"[LANstar] H-CAT.6 랜케이블 , UTP DIRECT, BLUE, 10M [10070] (32개)",LS-6UTPD-10MB,3000
CAB-U6C002,"[LANstar] H-CAT.6 랜케이블 , UTP CROSS, 50u, 2M [10075] (90개)",LS-6UTPC-2MG,1100
CAB-U6C003,"[LANstar] H-CAT.6 랜케이블 , UTP CROSS, 50u, 3M [10705] (70개)",LS-6UTPC-3MG,1300
CAB-U6C004,"[LANstar] H-CAT.6 랜케이블 , UTP CROSS, 50u, 5M [10076] (60개)",LS-6UTPC-5MG,1800
CAB-U6C005,"[LANstar] H-CAT.6 랜케이블 , UTP CROSS, 50u, 10M [10077] (32개)",LS-6UTPC-10MG,3000
CAB-U6F001,"[LANstar] UTP평면 랜케이블 , CAT.6 DIRECT 1M, BLACK(▶검정◀)[10130](300개)",LS-F6-UTPD-1M,900
CAB-U6F002,"[LANstar] UTP평면 랜케이블 , CAT.6 DIRECT 2M, BLACK(▶검정◀)[10131](300개)",LS-F6-UTPD-2M,1000
