PROD_CD,PROD_NAME,MODEL_NAME,UNIT_PRICE
INT-DVR017,"[DVR C&C] PoE 스위치허브, 8포트(1P-UpLink포트, 8P-10Base-T PoE포트)",UTP708E-POE,144000
INT-DVR018,"[DVR C&C] PoE 스위치허브, 4포트(10/100-4포트,100Mbps SFP포트-1포트 )",UTP7204E-POE,92000
INT-DVR019,"[DVR C&C] PoE 스위치허브, 8포트(10/100-8포트,1000Mbps SFP포트-1포트 )",UTP7208E-POE,222000
INT-DVR020,"[DVR C&C] PoE 스위치허브, 24포트(10/100-24포트, UPLink/SFP포트 1000Mbps-1포트 )",UTP7224E-POE,403000
INT-DVR022,"[DVR C&C] UTP ethernet 연장장치, 4포트 랜케이블 사용 최대300M",UTP7104E,95000
INT-DVR023,"[DVR C&C] Ethernet Extender 2Km전송, BNC케이블을 통한 Ehternet신호 전송 및 전원 전송 SET 상품",UTP7201EPOC,153600
INT-DVR024,[DVR C&C] *단종*PS2 리피터(키보드/마우스) 200M전송,UTP601KM-300,57500
INT-DVR025,"[DVR C&C] KVM 리피터, UTP케이블 전송 300M전송",UTP6301KVM,265000
INT-DVR026,"[DVR C&C] USB 리피터, UTP케이블 전송 60M전송(로컬/리모트 세트)****단종****",UTP601USB-4P***단종모델***,32800
INT-DVR027,"[DVR C&C] PoE 서지 보호기, 전송 100Mbps",USP201POE,34000
INT-DVR028,"[DVR C&C] Ethernet & 전원 서지 보호기, 전송 100Mbps",USP201EP,29900
INT-DVR029,[DVR C&C] 네트워크 시그널 서지 보호기,USP201E,21000
INT-DVR030,[DVR C&C] RS485 콘트롤 시그널 서지 프로텍터****단종(대체품 없음)*****,USP201RS485,20800
INT-DVR031,[DVR C&C] 비디오 서지 프로텍터,USP201V,15600
INT-DVR032,[DVR C&C] CCTV 장비 접지 루프 아이솔레이터,UTP1201XP,10500
INT-DVR033,"[DVR C&C] 서지 보호, 접지루프 아이솔레이터",UTP1301XP,13800
INT-DVR034,[DVR C&C] 영상노이즈 방지 모듈레이터(TX/RX 세트) 100-600m 전송,UTP101XP-B1,92500
INT-DVR036,[DVR C&C] 서지 프로텍터 (비디오 / 파워),USP201PV220,31000
INT-DVR038,[DVR C&C] 서지 프로텍터 (비디오 / 파워 / 컨트롤 시그널),USP201PVD220,37500
INT-DVR043,"[DVR C&C] VGA / Audio리피터 수신기 150m,[단품사용불가- UTP8201AT 함께구매 사용]",UTP8201AR-150,52000
INT-DVR047,"[DVR C&C] VGA / Audio리피터 수신기 300m,[단품사용불가- UTP8201AT 함께구매 사용]",UTP8201AR-300,88000
INT-DVR054,[DVR C&C] UTP101PV-HD UTP케이블 전송장치(전원/영상) 세트 (송/수신세트),UTP101PV-HD,12100
INT-DVR072,[DVR C&C] UTP101PV-HD12 1채널 전원 & HD 비디오 UTP 트랜시버,UTP101PV-HD12,14600
INT-DVR080,컴포넌트 to 컨포지트 & S-비디오 컨버터,DS-7611 [DVR C&C],58000
INT-DVR081,[DVR C&C] 1포트 PoE 광 이더넷 컨버터(SFP),UOF7301E-POE,43000
INT-DVR099,"[LANstar] 4채널 HD CCTV 비디오 리시버, 패시브타입 [20166]",LS-HDP4,12000
INT-DVR100,"[LANstar] 8채널 HD CCTV 비디오 리시버, 패시브타입 [20167]",LS-HDP8,14000
INT-DVR101,[LANstar] 1채널 CCTV 영상+전원 송수신기 비디오 발룬 세트 [20168](100개),LS-BACP,5500
INT-DVR102,[LANstar] 1채널 CCTV 영상 송수신기 비디오 발룬케이블 세트 [20169](100개),LS-BAC,4000
INT-DVR104,"[LANstar] SDI TO HDMI 변환 컨버터 / CCTV, DVR 컨버터 [20213] (60개)",LS-SD2HD,33000
INT-DVR105,"[LANstar] HDMI TO SDI 변환 컨버터 / CCTV, DVR 컨버터 [20214] (65개)",LS-HD2SD,33000
INT-HDS001,"[LANstar] HDMI 1.4V 스위치 LS-AS31 3D지, 4K*2K 30Hz (30개)[30085]",LS-AS31,15000
INT-HDS009,"[Lanstar] HDMI적외선 IR센서, 송신부(TX, Sender) 1.5M, 리모콘원격제어[60069]",LS-IRTX-1.5M,6000
INT-HDS010,"[Lanstar]HDMI적외선 IR센서, 수신부(RX, Receiver) 1.5M, 리모콘원격제어[60068]",LS-IRRX-1.5M,6000
INT-HDS011,"[LANstar]HDMI적외선 IR센서, 아답터(Converter), 리모콘원격제어[60070]",LS-IRAP-MF,6000
INT-HDS018,"[LANstar] VGA TO HDMI 컨버터, 오디오지원[30094]",LS-VGA2HD,23000
INT-HDS026,"[LANstar] HDMI 1.4V 1:2 분배기, Cable Type 3D지원(70개)[30098] (70개)",LS-HD102CP,23000
INT-HDS027,[LANstar] VGA TO HDMI 컨버터 케이블 타입 (오디오지원) 0.12M[30099] (40개) ★★할인제외★★,LS-VGA2HDC,16000
INT-HDS052,"[LANstar] LS-AS202 HDMI 2.0 2：1 선택기 3D, 2K/4K/60MHz지원[30128](20개)★★할인제외★★",LS-AS202,25000
INT-HDS053,"[LANstar] LS-AS204 HDMI 2.0 4：1 선택기 3D, 2K/4K/60MHz지원[30129](20개)★★할인제외★★",LS-AS204,30000
INT-HDS054,"[LANstar] LS-HD202 HDMI 2.0 1:2 분배기 3D, 2K/4K/60MHz지원[30130] (20개)",LS-HD202,31000
INT-HDS055,"[LANstar] LS-HD204 HDMI 2.0 1:4 분배기 3D, 2K/4K/60MHz지원[30131](20개)",LS-HD204,42000
INT-HDS056,"[LANstar] HDMI TO VGA 컨버터,BLUE, 오디오 지원(50개)[30132]",LS-HD2VGA ★컨버터★ 물건잘확인하세요,18000
INT-HDS067,"[LANstar] [30150][RX 단독]HDMI 장거리 리피터 기본 120M,허브연장 240M 1080P지원",LS-HDMI-EXT-120M(RX),45000
INT-HDS078,"[LANstar] HDMI 매트릭스 입력 4P 출력 2Port, 4K*2K@30Hz 지원[30158]",LS-HMS402-UHD,60000
INT-HDS079,"[LANstar] HDMI 1 : 8 분배기 , 4K*2K@30Hz지원 [30159]",LS-HD108-UHD,49000
INT-HDS093,"[LANstar]◆◆ NEW HDMI 장거리 리피터 [SET상품], 기본 120M,허브연장 240M 1080P지원 [30162]",LS-HDMI-LAN-120MN,70000
INT-HDS098,"[LANstar] [RX 단독]NEW HDMI 리피터 기본 120M,허브연장 240M 1080P지원 [30170]",LS-HDMI-LAN-120MN(RX),40000
INT-HDS100,"[LANstar] HDMI 미니 분배기 1:2 분배기 3D, 2K/4K/30MHz지원[30172]",LS-MINIHD202,13000
INT-HDS103,"[LANstar] HDMI 선택 분배기, 2:4, 입력 2P 출력 4P, 4K 2K 30Hz지원[30175]",LS-HMS204-UHD,56000
INT-HDS104,[LANstar] HDMI 멀티뷰어 Multi-viewer 4 : 1 모니터 화면 분할 1080P 60Hz [30176] (20개),LS-HDM104,80000
INT-HDS105,[LANstar] HDMI 분배기 1 : 16 분배기 4K 2K 30Hz [30177],LS-HD1016-UHD,160000
INT-HDS107,"[LANstar] HDMI 선택기 3 :1 , 4K*2K 30Hz [30179] (200개)",LS-HS31,5500
INT-HDS115,"[◆Lanstar-Plus] HDMI TO VGA 컨버터,오디오 지원[60119] (200개)",LSP-HD2VGA,5000
INT-HDS116,"[◆Lanstar-Plus] VGA TO HDMI 컨버터, 오디오지원[60120] (200개)",LSP-VGA2HD,6000
INT-HDS117,"[Lanstar] HDMI적외선 IR센서, 리모콘원격제어[60121]",LS-IRSET,20000
INT-HDS118,"[LANstar] VGA TO HDMI 영상 컨버터, 오디오지원, 아답터포함[60123] (50개)",LS-VGA2HDN,24000
INT-HDS122,NETmate HS-1418IW HDMI 1:8 분배기 2K4K UHD,HS-1418IW,298000
INT-HDS131,"[LANstar] HDMI 매트릭스, 4:4, 입력 4P 출력 4P, 4K 2K 30Hz지원[20150]",LS-HMS404,180000
INT-HDS134,[LANstar] HDMI 멀티비젼(2 x 2) / DID 비디오월 / 4K / TV WALL Controller [20180],LS-MV104,260000
INT-HDS139,[LANstar] HDMI 멀티비젼(3 x 3) / DID 비디오월 컨트롤러 / 4K / TV WALL Controller [20196],LS-MV109,540000
INT-HDS145,"[LANstar] HDMI 리피터 거리연장기 , 최대 120M 연장 (TX,RX-Set), Multi-RX CASCADE 기능 [20223](20개)",LS-HDMI-LAN-2120M,85000
INT-HDS146,"[LANstar] HDMI 리피터 거리연장기 (수신기,RX) , 최대 120M 연장 , Multi-RX CASCADE [20224](40개)",LS-HDMI-LAN-2120MRX,45000
INT-HDS160,[LANstar] HDMI 2.0 to DP 1.2 컨버터 + USB전원 [20329] (100개),LS-HD2DP,24000
INT-HDS162,"[LANstar] HDMI 2X2 멀티비전, 비디오 월, WALL Controller NEW [20332] (20개)",LS-MV104N,200000
INT-HDS163,"[LANstar] HDMI 매트릭스 2:4 , 4K 60Hz [30349](20개)",LS-HMS204N,57000
INT-HDS164,"[LANstar] HDMI 2.0 분배기 1:2 , 4K 60hz [30350](40개)",LS-HD202N,22000
INT-HDS165,"[LANstar] HDMI 2.0 분배기 1:4 , 4K 60hz [30351](40개)",LS-HD204N,27000
INT-HDS166,"[LANstar] HDMI 2.0 선택기 1:3 , 4K 60hz [30356](20개)",LS-AS203N,28000
INT-HDS167,"[LANstar] HDMI 2.0 선택기 1:4 , 4K 60hz [30357](20개)",LS-AS204N,34000
INT-HDS168,"[LANstar] HDMI 2.0 선택기 1:7 , 4K 60hz [30373](20개)",LS-AS207N,52000
INT-HDS169,"[LANstar] HDMI 2.0 분배기 1:8 , 4K 60hz [30378](20개)",LS-HD208N,55000
INT-HDS170,[LANstar] HDMI 3x3멀티비젼 / 비디오월 컨트롤러 / 4K / TV WALL Controller [30381] (5개),LS-MV109N,520000
INT-HDS174,"[LANstar] 화면분할기, 멀티뷰어 FHD 해상도 [30404] (20개)",LS-HDM204,110000
INT-HDS175,"[LANstar] 화면분할기, 멀티뷰어 4K 해상도 [30405] (20개)",LS-HDM204N,230000
INT-HDS178,"[LANstar] HDMI2.0 모니터 분배기 케이블 타입, 4k 60hz [30414] (100개)",LS-HD202CP,19000
INT-HDS179,[LANstar] HDMI 거리연장기 120m POC기능지원 [30418],LS-HD120POC,120000
INT-HDS180,[LANstar] HDMI 거리연장기 60m 오디오포트 지원 [30419],LS-HD60A,34000
INT-HDS181,"[LANstar] HDMI 2.0 분배기 1:16 , 4K 60hz [30420] (10개)",LS-HD2016N,150000
INT-HDS185,"[LANstar] DP to HDMI 젠더, 4K 30hz [30465] (500개)",LS-DP19G,5000
INT-HDS190,"[LANstar] HDMI 2x2 멀티비전 , 비디오월, 월컨트롤러 [30490] (5개)",LS-MV104F,750000
INT-HDS191,[LANstar] HDMI 9x1 심리스 멀티뷰어 [30491] (10개),LS-HDM902,280000
INT-HDS192,[LANstar] HDMI 4x1 KVM 멀티뷰어 [30492] (6개),LS-HDM402KVM,220000
INT-HDS201,"[LANstar] HDMI 1:2 분배기, 4K 60Hz, 다운스케일 지원 [30532](20개)",LS-HD202DS,29000
INT-HDS202,"[LANstar] HDMI 1:4 분배기, 4K 60Hz, 다운스케일 지원 [30533](20개)",LS-HD204DS,39000
INT-HDS204,"[LANstar] HDMI 4:2 매트릭스, 4K/60hz [30572] (20개)",LS-HMS402N,77000
INT-HDS206,[LANstar] HDMI 랜 거리 연장기 150M지원 [30587] (20개),LS-HDMI-LAN-150M,75000
INT-HDS207,[LANstar] HDMI2.0 광 거리연장기 20km지원 [30588] (10개),LS-HDMI-FIBER,230000
INT-HDS210,[LANstar] HDMI 랜 거리연장기 리시버 150M지원 [30625] (20개),LS-HDMI-LAN-150MRX,40000
INT-HDS211,[LANstar] HDMI2.0 랜 거리연장기 70M지원 POC기능 [30590] (20개),LS-HD70POC,100000
INT-HDS222,"[LANstar] HDMI 3x3 멀티비전, 안드로이드OS 내장 [30653]",LS-AMV109 ★★단종★★,550000
INT-HDS223,[LANstar] HDMI 2.1버전 2:1 선택기 [30652] (100개),LS-AS202N,23000
INT-HDS229,"[LANstar] DP 1:3 MST 분배,확장 컨버터[30651] (78개)",LS-MV103,43000
INT-HDS230,[LANstar] HDMI 매트릭스 스위치 4x4 [30682],LS-HDM404-N ★★단종★★,150000
INT-HDS251,[LANstar] HDMI 4x1 KVM 멀티뷰어 4K해상도 [30707] (5개),LS-HDM402KVM-4K,250000
INT-HDS252,"[LANstar] HDMI 3x3 Art 멀티비전 월컨트롤러, 디스플레이 자유 변형 [30708] (5개)",LS-AMV109-N,850000
INT-HDS260,"[LANstar] HDMI 1:2 분배기, 4K 30hz [30713] (200개)",LS-HD202C,6000
INT-HDS262,"[LANstar] VGA to HDMI 젠더 컨버터, 오디오 지원 [30712] (100개)",LS-VGA2HDG,7000
INT-HDS284,[LANstar] HDMI 광 거리연장기 20km지원 [30724] (10개),LS-HDMI-FIBER-N,180000
INT-HDS288,"[LANstar] 1:2 HDMI 2.0 분배기, 다운스케일 기능 [30736][100개]",LS-HD202DS-N,24000
INT-HDS289,"[LANstar] 1:4 HDMI 2.0 분배기, 다운스케일 기능 [30737] (50개)",LS-HD204DS-N,30000
INT-HDS290,[LANstar] 3:1 HDMI 2.0 선택기 [30738] (50개),LS-AS301,22000
INT-HDS291,[LANstar] 4:1 HDMI 2.0 선택기 [30739] (50개),LS-AS401,28000
INT-HDS292,[LANstar] HDMI 광 거리연장기 20km지원 RX 단독 [30756] (10개),LS-HDMI-FIBER-RXN,90000
INT-HDS296,[LANstar] HDMI 익스텐더 4K 해상도 60M 거리연장기 [30744] [30개],LS-HDEX14,44000
INT-HDS297,"[LANstar] HDMI2.0 KVM 익스텐더 4K 60Hz 해상도, 60M 거리연장기 [30745](10개)",LS-HDEX20KVM,105000
INT-HDS298,[LANstar] HDMI 2.1버전 3:1 선택기 4K 120Hz [30757](100개),LS-AS302N,34000
INT-HDS301,[LANstar] HDMI 2x3 멀티비전 월컨트롤러 [30784] (10개),LS-MV203,190000
INT-HDS302,[LANstar] HDMI 3x3 멀티비전 월컨트롤러 [30785] (10개),LS-MV303,250000
INT-HDS313,[LANstar] 8x1 KVM HDMI멀티뷰어 화면분할기 [30809] (10개),LS-M8TS,300000
INT-HDS318,[LANstar] HDMI2.1 선택기 5:1 4K 120hz [30838][100개],LS-AS502N,46000
INT-HDS319,[LANstar] HDMI 4:1 화면분할기 멀티뷰어 4K (25개) [30836],LS-HMV401,135000
INT-HDS320,[LANstar] HDMI2.0 1:4분배기 4포트 [30849],LS-HD204C,7500
INT-HDS325,[LANstar] 2x2 HDMI 월컨트롤러 멀티비전 비디오월 4K 30Hz [30847][20개],LS-WC202,100000
INT-HDS331,[LANstar] USB-C HDMI2.1 거리연장기 [30834],LS-UCHD30,85000
INT-HDS332,[LANstar] HDMI2.1 선택기 5:1 4K 120hz 리모컨 미지원,LS-AS502N-NR,38000
INT-HDS341,"[LANstar] HDMI2.1 8K스플리터, 2포트 모니터 분배기 [30943]",LS-HDSP8K2,42000
INT-HDS342,"[LANstar] HDMI2.1 8K스플리터, 4포트 모니터 분배기 [30944]",LS-HDSP8K4,46000
INT-HDS343,"[LANstar] HDMI2.1 8K스플리터, 8포트 모니터 분배기 [30945]",LS-HDSP8K8,85000
INT-HDS351,[LANstar] HDMI2.0 4x4 매트릭스 [30965],LS-HMT404,80000
INT-HD선001,"[LANstar] HDMI수동선택기, 버튼형1：2, 역방향지원(40개)[30083]",LS-HS12,8000
INT-HD선040,[LANstar] HDMI TO VGA 영상/오디오지원 0.15M[30092]-선타입-물건잘확인하세요- (200개),LS-HDA2VGA,6500
INT-HD선041,[LANstar] Micro HDMI (D타입) TO VGA컨버터/영상/오디오지원 0.15M[30093],LS-HDD2VGA,6000
INT-HD선066,"[LANstar] HDMI TO VGA 컨버터/오디오 미지원 0.15M, 보급형[30109] (200개)",LS-HDV-101A,4000
INT-HD선067,"[LANstar] MICRO HDMI TO VGA 컨버터/영상/오디오미지원 0.15M, 보급형[30110]",LS-HDV-301D,4000
INT-HD선073,"[LANstar] MINI HDMI TO VGA 컨버터/영상/오디오미지원 0.15M, 보급형[30119]",LS-HDV-201C,3500
INT-HD선082,[LANstar] Mini HDMI (C타입) TO VGA컨버터/영상/오디오지원 0.2M[30133],LS-HDC2VGA,6000
INT-HD선098,[LANstar] HDMI TO VGA 컨버터 케이블 1.8M/ With Power-Micro B(F) (150개) [10968],LS-HDA2VGA-1.8M,9500
INT-HD선117,[LANstar] HDMI 오디오 분리기[HDMI 오디오 디임베더](HDMI to HDMI + 스테레오 오디오) [30171](150개),LS-HD2HDA,14000
INT-HD선125,[LANstar] HDMI TO VGA(RGB) + Stereo 컨버터/오디오 지원형 (무전원 / 젠더타입) [60110],LS-HDA2VGAG ★단종결정 240327★,5000
INT-HD선135,[아텐]Aten HDMI To VGA 컨버터 VC810,VC810,18500
INT-HD선136,"[LANstar] HDMI 수동선택기, 무전원, 버튼형1:2, 양방향지원 [20145] (60개)",LS-HS12N,9000
INT-HD선137,"[LANstar] Display Port 수동선택기, 유전원, 버튼형1:2, 양방향지원 [20148]",LS-DP12N,12000
INT-HD선149,[LANstar] HDMI to VGA 컨버터 0.15M [30368] (250개),LS-HDV-101AN,3500
INT-HD선150,"[LANstar] HDMI 디임베더, 오디오 분리기 [30386] (50개)",LS-HD2HDAN,19000
INT-HD선152,"[LANstar] HDMI 2.0 to HDMI 2.0 HDR + 3포트 오디오(Optical, Coaxial, 3.5mm stereo) [30445](20개)",LS-HD2HDR,50000
INT-HD선172,[LANstar] HDMI2.0버전 오디오 추출 컨버터 HDMI to AV [30776] (100개),LS-HD2AE,15000
INT-KV수114,"[LANstar] KVM RGB USB 스위치(2:1) , PC 2대 연결 , 3포트 USB 허브 [20244] (100개)",LS-RG2KVM,8000
INT-KV수115,"[LANstar] KVM HDMI USB 스위치(2:1) , PC 2대 연결 , 3포트 USB 허브 [20245] (100개)",LS-HD2KVM,19000
INT-KV수117,"[LANstar] HDMI 2.0v KVM 스위치(4:1) , PC 4대 연결 , 4포트 USB 허브 [20259] (5개)",LS-HD4KVM,120000
INT-KV수136,[LANstar] HDMI 2포트 KVM 스위치 [30650](20개),LS-HD22U ★★단종★★,40000
INT-KV수139,[LANstar] HDMI 듀얼 모니터 KVM 스위치 [30709] (10개),LS-HD2KVM-D,80000
INT-KV수148,[LANstar] USB3.0 허브 4포트 투컴 선택기 [30725] (60개),LS-U30HS,26000
INT-KV수162,[LANstar] HDMI KVM 스위치 4포트 [30850][25개],LS-HD4KVM-N,40000
INT-KV수167,"[LANstar] HDMI2.0 4K 60Hz 2:1 2포트 KVM 스위치, 핫키지원 [30859]",LS-HDH2KVM,52000
INT-KV수168,"[LANstar] HDMI2.0 4K 60Hz 4:1 4포트 KVM 스위치, 핫키지원 [30860]",LS-HDH4KVM,75000
INT-KV수170,[LANstar] USB2.0 허브 4포트 투컴 선택기 [30884],LS-U20HS,18000
INT-RS제055,"[LANstar] USB2.0 to RS232 시리얼 케이블, FTDI FT232 칩셋 [30678] (100개)",LS-RS925,13000
INT-랜선택001,[LANstar] 랜수동선택기 1：2 (40개)[30077],LS-LS12,4500
INT-랜선택002,[LANstar] 랜수동선택기 1：3 (40개)[30078],LS-LS13,6000
INT-멀티기168,[LANstar] 시리얼 브라켓 1PORT [60130] (250개),LS-91P,1200
INT-멀티기169,[LANstar] 시리얼 브라켓 2PORT [60131] (200개),LS-92P,1600
INT-멀티기170,[LANstar] 시리얼 브라켓 Slim 브라켓 1PORT [60132] (500개),LS-S91,500
INT-모공유001,모니터분배기 2：1 250Hz 자동 USB전원(LANstar),MT-2502A,8000
INT-모공유004,"[LANstar] 모니터분배기 , 250MHz ,자동1：8 (20개)[30075]",LUS-KV108,23000
INT-모공유005,"[LANstar] 고해상도모니터분배기 , 450MHz 1:2 [20136]",LS-KV502,24000
INT-모공유007,"[LANstar] 고해상도모니터분배기 , 450MHz, 자동 1:8 [20138]",LS-KV508,42000
INT-모공유118,"[LANstar] VGA 리피터/ TX,RX set RJ45 연결 , 1920x1200 60Hz, 최대 300M [60125] (20개)",LS-RGB-LAN-300M,65000
INT-모공유120,"[LANstar] VGA(RGB) 1:2 모니터 분배기, 250Mhz [20141] (50개)",LS-M2502,8500
INT-모공유121,"[LANstar] VGA(RGB) 1:4 모니터 분배기, 250Mhz [20142] (50개)",LS-M2504,9500
INT-모공유124,"[LANstar] VGA 리피터/ TX,RX set RJ45 연결 , 1920x1200 60Hz, 최대 300M [RX]",RX,27500
INT-모공유126,[LANstar] VGA KVM 리피터 300M 지원 [30626] (20개),LS-VGA300,90000
INT-패시브001,"[LANstar] 패시브 , RJ-45, 8P8C／F - DB25／F[20038]",LS-PASS-DB25F,800
INT-패시브002,"[LANstar] 패시브 , RJ-45, 8P8C／F - DB25／M[20037](500개)",LS-PASS-DB25M,800
INT-패시브003,"[LANstar] 패시브 , RJ-45, 8P8C／F - DB9／F (500개)[20036]",LS-PASS-DB9F,800
INT-패시브004,"[LANstar] 패시브 , RJ-45, 8P8C／F - DB9／M [20035] (500개)",LS-PASS-DB9M,800
INT-패시브006,[LANstar] RJ45 UTP Screw 터미널 변환 젠더 RJ45 M To 8핀 [40561],LS-RJ45UTP-8P,3000
INT-패시브007,[LANstar] RJ45 FTP Screw 터미널 변환 젠더 RJ45 M To 8핀+1핀(쉴드) [40562],LS-RJ45FTP-9P,3000
INT-패시브008,"[LANstar] 패시브 , RJ-45 * 2／F - DB25／M [20123]",LS-PASS2C-DB25M,6000
LAN-ST0001,[LANstar] 랜케이블 UTP 탈피기 [30880],LS-STR02,4000
LS-5UTP001,"[LANstar] UTP 랜케이블 , CAT.5E, BOX, 100M , Red, 24AWG -RO [11085] (4개)",LS-5UTP-100MRE,13000
LS-5UTP002,"[LANstar] UTP 랜케이블 , CAT.5E, BOX, 100M , Green, 24AWG -RO [20192] (4개)",LS-5UTP-100MGN,13000
LS-5UTP003,"[LANstar] UTP 랜케이블 , CAT.5E, BOX, 100M , Yellow, 24AWG -RO [20193] (4개)",LS-5UTP-100MYE,13000
LS-5UTP004,"[LANstar] UTP 랜케이블 , CAT.5E, BOX, 100M , Black, 24AWG -RO [20194] (4개)",LS-5UTP-100MBK,13000
LS-POE0001,[LANstar] 기가비트 PoE 스플리터 [30868] [250개],LS-POESP,7000
MON-거치대111,"[LANstar] 19인치 모니터 마운트 브라켓 , VESA 모니터 규격 [20246]",LS-VM19,35000
MON-거치대112,[LANstar] 데스크탑 컴퓨터 본체 이동식 스탠드 [20262] (20개),LS-DSTAND,9000
MON-거치대114,[LANstar] 차량용 헤드레스트 스마트폰 거치대 [20274],LS-CARHEAD,7000
MON-거치대124,"[LANstar] 알루미늄 접이식 노트북 거치대 , 각도조절 [30402] (30개)",LS-LSTAND,21000
MON-거치대128,"[LANstar] 노트북, 모니터 회전 스탠드 250mm[30442] (40개)",LS-RST25,5000
MON-거치대129,"[LANstar] 노트북, 모니터 회전 스탠드 300mm[30443] (25개)",LS-RST30,6000
MON-거치대130,"[LANstar] 노트북, 모니터 회전 스탠드 400mm[30444] (20개)",LS-RST40,9000
MON-거치대135,[LANstar] 컴퓨터 본체 받침대 [30472] (20개),LS-XDSTAND,7000
MON-거치대147,[LANstar] 멀티비전 월 컨트롤러 모니터 스탠드 4대 호환 [30600] ★★할인제외★★,LS-T016-4SC,530000
MON-거치대217,[LANstar] 더블헤드 데스크 LED 램프 [30939],LS-DHLED,40000
MPS-1004TX/RX,"[40009][LANstar] 컴퓨터 망전환장치, 1server PC to 12user (TX,RX 1set) [LS-MPS1004]",MPS-1004 TX/RX,440000
MPS-Server-A12,"컴퓨터서버, 멀티포인트스테이션 서버",MPS-Server-A12,4400000
NEO-LAN002,"[LANstar] 임팩트 틀, 110용,Punch툴, 패치용, 고급형[40123] (50개)",LS-HT-314B,6000
NEO-LAN054,"[LANstar] TOOL공구 , 6／8P용, 기어형 보급형 NEW [40111] (50개)",LS-68R,6000
NEO-LAN055,"[LANstar] TOOL공구 ,4／ 6／8P용, 기어형, 보급형 NEW(20개)[40112]",LS-468R,12000
NEO-LAN059,"[LANstar] TOOL공구 , AMP6, 6／8P용, 기어형, 보급형(50개)[40113]",HT-2810R,24000
NEO-LAN068,"[LANstar] TOOL공구 , 110용,Speed Punch툴, 패치용, 고급형, [40121] [50개]",TOL-KTVNZ-78,48000
NEO-LAN086,"[LANstar] CAT.7 전용 랜툴, SSTP, cable clip type, China [40569](50개)",LS-N3-750C,40000
NEO-LAN088,"[LANstar] 랜툴, CAT.5E/ 6, SSTP 겸용, cable clip type [40571]",LS-N1-56S,65000
NEO-LAN096,"[LANstar] EZ플러그 랜툴 , PASS 콘넥터용 8P 전용 대만산 [60124]",LS-68P,34000
NEO-LAN101,[LANstar] EZ플러그 랜툴 교체형 칼날 (LS-68P 전용) [20149],LS-EXK,2500
NEO-LAN105,"[LANstar] EZ플러그 랜툴 , EZ 관통형 콘넥터 전용 툴 [20188](50개)",LS-68RP-EZ,14000
NEO-LAN107,[LANstar] EZ플러그 랜툴 교체형 칼날(LS-68RP 전용)[20330],LS-EXKN,1000
NEO-LAN112,"[LANstar] EZ플러그 랜툴, 6P6C , 8P8C 겸용 [30499] (50개)",LS-68PN,25000
NEO-LAN120,[LANstar] 케이블 전선 자동 스트리퍼 탈피기 [30735][40개],LS-ASTR,7500
NEO-LAN122,"클라인툴스 랜툴 EZ플러그 랜툴, 6P6C , 8P8C 겸용",VDV226-110,69000
NEO-랙선반001,"[LANstar] 랙선반, 480(W)*280(D), 회색, For LS-300H, 500H, Gray [50023] (5개)",LS-SHE-3050HG,9000
NEO-랙선반002,"[LANstar] 랙선반, 472(W)*350(D), 회색, For LS-750H, Gray [50024] (5개)",LS-SHE-750HG,12000
NEO-랙선반003,"[LANstar] 랙선반, 470(W)*550(D), 회색, For LS-1200H~2000H [50026] (5개)",LS-SHE-1220HG,16000
NEO-랙선반004,"[LANstar] 랙선반, 470(W)*750(D), 검정, For LS-750HS~2000HS [50027] (5개)",LS-SHE-7520HS,18000
NEO-랙선반011,"[LANstar] 슬라이드 허브랙 선반, 410(W)*500(D), 회색, For LS-1200H~2000H [50028] (5개)",LS-SSHE-1220H,32000
NEO-랙선반012,"[LANstar] 슬라이드 서버랙 전용 선반, 470(W)*500(D), 검정 For LS-500HS~2000HS [50029] (5개)",LS-SSHE-7520HS,34000
NEO-랙선반013,"[LANstar] 랙선반, 472(W)*350(D), 회색, For LS-750H / 1000H, Gray [50025] (5개)",LS-SHE-1000HG (750H / 1000H 전용),12000
NEO-랙선반016,"[LANstar] 미니랙선반, ,215(W)*150(D), 회색, For LS-240HM, 420HM, 240HC [50040] (10개)",LS-SHE-MINI,12000
NEO-랙선반021,"[LANstar] 랙선반(Short타입), 472(W)*350(D), 회색, For LS-1200H~2000H [50044]-->대체상품 50026",LS-SHE-S1220HG,11000
NEO-랙선반022,"[LANstar] 랙선반(Short타입), 472(W)x350(D), 검정, For LS-750HS~2000HS[50045]-->대체상품 50027",LS-SHE-S7520HS,12000
NEO-랙선반024,"[LANstar] 랙선반, 485*280, 검정, For LS-300HB, 500HB, Black [50056] (5개)",LS-SHE-3050HB,9000
